"By province","By economic activity","Item","UNIT","1985 Year","1986 Year","1987 Year","1988 Year","1989 Year","1990 Year","1991 Year","1992 Year","1993 Year","1994 Year","1995 Year","1996 Year","1997 Year","1998 Year","1999 Year","2000 Year","2001 Year","2002 Year","2003 Year","2004 Year","2005 Year","2006 Year","2007 Year","2008 Year","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year","2020 Year","2021 Year","2022 Year","2023 Year","2024 Year",
"Daegu","Manufacturing","At chained 2020 year prices","","4483736","5139550","5922595","6054608","6033824","6781696","6296056","5557998","5171369","5427286","6378503","6534492","6701913","5584446","6532022","6907173","6437835","6985842","6913290","7474819","8010560","8173289","8654787","8927865","8210708","10142005","10770078","11445837","11931595","12162711","12458632","12325177","12713536","12663243","12320482","11359915","12105463","12641645","12402306","12304330",
"Daegu","Manufacturing","Substantial contribution","","","5.56","6",".9","-.13","4.47","-2.39","-3.55","-1.83","1.18","4.05",".61",".59","-3.76","3.74","1.27","-1.46","1.62","-.2","1.45","1.35",".39","1.12",".6","-1.47","4.38","1.26","1.32",".91",".42",".52","-.23",".66","-.08","-.55","-1.52","1.19",".81","-.37","-.15",
"Daegu","Manufacture of Food Products and Tobacco Products","At current prices","","60191","60292","67274","78169","90489","96371","88554","95528","113121","118885","149155","151935","147219","172955","168454","180156","200874","226929","246721","266060","274417","263426","252171","262399","267308","282184","333292","334747","401971","407093","418508","422424","434548","484350","483633","503627","500984","509038","542724","544567",
"Daegu","Manufacture of Food Products and Tobacco Products","At chained 2020 year prices","","241671","233818","240767","266593","274907","256458","213464","211403","221406","203307","255536","250889","231536","231165","220743","234884","262094","285015","302022","302779","312615","386279","274389","371944","322681","345646","384484","403753","473784","456384","451073","434383","445904","489748","491825","503627","518674","545098","502730","494176",
"Daegu","Manufacture of Food Products and Tobacco Products","Substantial contribution","","","-.05",".04",".12",".04","-.08","-.18","-.01",".04","-.07",".2","-.02","-.06","0","-.04",".05",".08",".07",".05","0",".03",".19","-.21",".23","-.09",".05",".07",".04",".12","-.03","-.01","-.03",".02",".07","0",".02",".02",".04","-.06","-.01",
"Daegu","Manufacture of Textiles and Leather","At current prices","","867947","1094613","1240400","1227771","1193219","1371601","1429902","1440724","1230201","1350626","1307826","1352996","1623820","1637329","1778954","1744009","1448906","1380798","1165631","1137754","1026002","1033183","992257","1101424","1196966","1358008","1436855","1508106","1691115","1653625","1570708","1511889","1417950","1417979","1353289","1280138","1195459","1275827","1210550","1206503",
"Daegu","Manufacture of Textiles and Leather","At chained 2020 year prices","","2845987","3297615","3401297","3236285","3018844","3393935","2922865","2571328","1979410","2003665","1813601","1773135","1978909","1755963","2038308","1994745","1649831","1668636","1383848","1305573","1197904","1288211","1279940","1321621","1237039","1636141","1588861","1713293","1923639","1893238","1728277","1582223","1589487","1548493","1383909","1280138","1256792","1211098","1018651","1044754",
"Daegu","Manufacture of Textiles and Leather","Substantial contribution","","","3.38",".71","-1.04","-1.25","2","-2.07","-1.61","-2.8",".12","-.84","-.17",".79","-.84","1.26","-.17","-1.22",".06","-.82","-.22","-.28",".23","-.02",".08","-.18",".95","-.09",".25",".39","-.05","-.28","-.24",".01","-.06","-.25","-.16","-.04","-.07","-.29",".04",
"Daegu","Manufacture of Wood and  of Paper, printing and reproduction","At current prices","","93266","93475","121257","127190","154596","174226","183964","197459","169159","222423","325166","269248","243588","272588","321721","291702","308922","333989","334238","352181","358467","366340","393088","358168","424912","459673","439499","490173","512639","529004","554685","612087","560279","611610","603184","600196","647333","680920","684750","697649",
"Daegu","Manufacture of Wood and  of Paper, printing and reproduction","At chained 2020 year prices","","473540","433150","536411","513426","608905","654192","611173","611565","479579","532025","736924","610036","551434","584832","629029","568398","552328","567570","583216","584333","597655","627655","687619","456353","499411","586559","550358","583277","585165","602785","602627","641256","581809","588474","586404","600196","626242","625218","570490","592722",
"Daegu","Manufacture of Wood and  of Paper, printing and reproduction","Substantial contribution","","","-.19",".46","-.09",".36",".15","-.12","0","-.36",".14",".56","-.32","-.13",".07",".1","-.14","-.03",".03",".03","0",".02",".05",".1","-.34",".08",".18","-.07",".06","0",".03","0",".06","-.1",".01","0",".02",".04","0","-.08",".04",
"Daegu","Manufacture of coal, fuel, chemical products","At current prices","","79485","104636","155989","182920","160456","140271","184011","187283","205048","207756","307243","289670","346045","414760","424100","444869","469229","518521","548231","594275","755975","720744","827450","787444","790387","902326","798644","859264","930395","946951","1113778","1142521","1148705","1153694","1143056","1106196","1144369","1350025","1367019","1464537",
"Daegu","Manufacture of coal, fuel, chemical products","At chained 2020 year prices","","160047","185266","272680","301142","258443","249888","257498","253115","260589","266174","358851","347139","385759","407666","473844","518378","556902","594172","602420","592600","717417","708104","771970","1083580","924744","1074235","937628","980790","1074664","1079550","1176643","1182566","1246642","1265521","1186480","1106196","1175178","1314050","1221467","1262375",
"Daegu","Manufacture of coal, fuel, chemical products","Substantial contribution","","",".31","1.01",".28","-.39","-.07",".05","-.03",".05",".03",".47","-.06",".16",".09",".32",".18",".13",".12",".03","-.03",".38","-.03",".18",".87","-.29",".31","-.26",".08",".17",".01",".16",".01",".11",".03","-.12","-.12",".11",".2","-.14",".06",
"Daegu","Manufacture of Other Non-metallic Mineral Products and Metal Products","At current prices","","162410","177932","240294","313665","338463","404801","467760","362051","433643","444891","643394","638758","599298","583789","630642","773307","905483","1079981","1106830","1328853","1435336","1530401","1676893","1741216","1692301","2091338","2261475","2428236","2475964","2601619","2643713","2722667","2814150","2795734","2850708","2632431","3032545","3159286","3370732","3449329",
"Daegu","Manufacture of Other Non-metallic Mineral Products and Metal Products","At chained 2020 year prices","","668145","690011","846525","947518","1027799","1260562","1239007","988321","1058400","1056499","1392427","1384848","1240010","1061308","1196133","1442781","1633873","1910379","1902836","2044606","2172378","2067166","2169896","2023240","1694065","2280407","2367829","2544559","2546201","2677173","2798343","2797409","2867227","2868954","2868288","2632431","2414450","2044383","2022146","1952373",
"Daegu","Manufacture of Other Non-metallic Mineral Products and Metal Products","Substantial contribution","","",".13",".83",".49",".4","1.03","-.08","-.89",".22","-.01",".93","-.02","-.34","-.4",".35",".57",".41",".58","-.01",".27",".25","-.2",".21","-.29","-.71","1.44",".18",".37","0",".25",".23","0",".12","0","0","-.37","-.35","-.7","-.05","-.16",
"Daegu","Manufacture of electrical, Precision Instruments","At current prices","","56099","78245","102035","118851","119551","143625","119310","123209","167096","229891","283959","323412","283478","314467","350332","364524","386182","464157","566611","712068","939340","1015142","1042124","892612","936233","1042060","1318726","1415875","1573510","1634231","1758057","1988182","2357463","2161744","1821639","1755457","1977831","2538205","2485795","2683398",
"Daegu","Manufacture of electrical, Precision Instruments","At chained 2020 year prices","","52772","71572","103003","110433","104625","121540","104450","104106","134715","162917","190202","227859","201782","213245","269349","293574","326961","399591","508689","624988","869808","956950","1054435","980648","996121","1010674","1284653","1357603","1488872","1597088","1683112","1908485","2078752","1938453","1815640","1755457","2031647","2625149","2815234","2715289",
"Daegu","Manufacture of electrical, Precision Instruments","Substantial contribution","","",".49",".71",".13","-.09",".26","-.22","0",".31",".27",".25",".32","-.19",".07",".4",".14",".17",".32",".44",".43",".84",".27",".29","-.19",".04",".03",".65",".16",".29",".23",".17",".42",".31","-.27","-.23","-.1",".44",".87",".26","-.12",
"Daegu","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At current prices","","230773","307074","411263","506216","622048","740250","750518","708854","764291","950542","1351155","1538036","1668518","1217684","1330982","1533640","1325649","1427767","1455460","1815201","1854776","1928108","2140006","2123060","2259960","2672075","3032213","3270820","3349154","3391298","3742346","3687126","3672758","3717118","3926307","3481870","3671210","4079085","4400343","4733926",
"Daegu","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At chained 2020 year prices","","563152","712224","965900","1102054","1217962","1389642","1428892","1225067","1373049","1534056","2143185","2384303","2491419","1595534","1965746","2178850","1823215","1983349","2020632","2440104","2486942","2433563","2695384","2813254","2644164","3315290","3728984","3935199","3901414","3891982","4040756","3766627","3881261","3964076","3992232","3481870","4082480","4427008","4416432","4415643",
"Daegu","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","Substantial contribution","","","1.5","2.25","1",".8","1.18",".23","-1.01",".72",".69","2.47",".86",".35","-2.76","1.35",".64","-1.01",".44",".09",".99",".11","-.12",".58",".24","-.32","1.41",".77",".37","-.06","-.02",".25","-.45",".19",".13",".04","-.8",".96",".47","-.01","0",
"Daegu","Professional, scientific and technical activities","At current prices","","36895","44776","52422","56207","68937","82523","118740","203636","233968","288731","344067","342360","375017","405623","490842","448937","521471","520545","651111","739195","806133","807345","924419","935911","950407","1059481","1213259","1352042","1376569","1372674","1471828","1535058","1604034","1708264","1891150","2062245","2576333","2677986","2799067","2964524",
"Daegu","Professional, scientific and technical activities","At chained 2020 year prices","","189319","220507","237665","251737","261707","293296","387637","544644","626695","683815","797697","754651","821614","835953","1042854","932310","1092134","1021624","1109648","1212743","1444711","1388611","1539410","1391800","1329459","1384217","1540881","1657965","1671025","1653428","1723670","1775572","1778183","1838975","1956471","2062245","2431380","2420030","2364230","2431614",
"Daegu","Professional, scientific and technical activities","Substantial contribution","","",".15",".07",".05",".03",".11",".29",".45",".26",".17",".31","-.11",".15",".03",".48","-.23",".31","-.13",".16",".2",".43","-.09",".24","-.23","-.11",".1",".28",".2",".02","-.03",".11",".08","0",".09",".18",".16",".59","-.02","-.09",".11",
